Area Name,Area Code,Value,Year
Northumberland,E06000057,1208,2012
Norwich,E07000148,2232,2012
Nottingham,E06000018,5488,2012
Nuneaton and Bedworth,E07000219,1114,2012
Oadby and Wigston,E07000135,315,2012
Oldham,E08000004,2419,2012
Oxford,E07000178,1433,2012
Pendle,E07000122,863,2012
Peterborough,E06000031,2153,2012
Plymouth,E06000026,4327,2012
Poole,E06000029,1258,2012
Portsmouth,E06000044,3900,2012
Preston,E07000123,1864,2012
Reading,E06000038,1792,2012
Redbridge,E09000026,2604,2012
Redcar and Cleveland,E06000003,1097,2012
Reigate and Banstead,E07000211,1107,2012
Ribble Valley,E07000124,244,2012
Richmond upon Thames,E09000027,1235,2012
Rochdale,E08000005,2216,2012
Rochford,E07000075,431,2012
Rossendale,E07000125,545,2012
Rother,E07000064,460,2012
Rotherham,E08000018,1785,2012
Rugby,E07000220,683,2012
Runnymede,E07000212,552,2012
Rushmoor,E07000092,1120,2012
Rutland,E06000017,180,2012
Salford,E08000006,2124,2012
Sandwell,E08000028,2391,2012
Sefton,E08000014,1698,2012
Sevenoaks,E07000111,594,2012
Sheffield,E08000019,3544,2012
Shepway,E07000112,1223,2012
Shropshire,E06000051,1926,2012
Slough,E06000039,2038,2012
Solihull,E08000029,1314,2012
South Bucks,E07000006,357,2012
South Cambridgeshire,E07000012,517,2012
South Derbyshire,E07000039,661,2012
South Gloucestershire,E06000025,1690,2012
South Holland,E07000140,563,2012
South Kesteven,E07000141,809,2012
South Lakeland,E07000031,570,2012
South Norfolk,E07000149,628,2012
South Oxfordshire,E07000179,600,2012
South Ribble,E07000126,857,2012
South Staffordshire,E07000196,560,2012
South Tyneside,E08000023,805,2012
Southampton,E06000045,4198,2012
Southend-on-Sea,E06000033,2191,2012
Southwark,E09000028,4275,2012
Spelthorne,E07000213,756,2012
St Albans,E07000240,655,2012
St. Helens,E08000013,1021,2012
Stafford,E07000197,976,2012
Staffordshire Moorlands,E07000198,704,2012
Stevenage,E07000243,1036,2012
Stockport,E08000007,2196,2012
Stockton-on-Tees,E06000004,1705,2012
Stoke-on-Trent,E06000021,4348,2012
Stroud,E07000082,654,2012
Suffolk Coastal,E07000205,725,2012
Sunderland,E08000024,1759,2012
Surrey Heath,E07000214,556,2012
Sutton,E09000029,1772,2012
Swale,E07000113,1425,2012
Swindon,E06000030,2458,2012
Tameside,E08000008,2229,2012
Tamworth,E07000199,877,2012
Tandridge,E07000215,453,2012
Telford and Wrekin,E06000020,1527,2012
Tendring,E07000076,1581,2012
Test Valley,E07000093,997,2012
Tewkesbury,E07000083,298,2012
Thanet,E07000114,2087,2012
Three Rivers,E07000102,334,2012
Thurrock,E06000034,1673,2012
Tonbridge and Malling,E07000115,765,2012
Torbay,E06000027,2103,2012
Tower Hamlets,E09000030,3972,2012
Trafford,E08000009,1200,2012
Tunbridge Wells,E07000116,922,2012
Uttlesford,E07000077,349,2012
Vale of White Horse,E07000180,493,2012
Wakefield,E08000036,3119,2012
Walsall,E08000030,2136,2012
Waltham Forest,E09000031,3282,2012
Wandsworth,E09000032,2737,2012
Warrington,E06000007,2189,2012
Watford,E07000103,983,2012
Waveney,E07000206,1236,2012
Waverley,E07000216,489,2012
Wealden,E07000065,574,2012
Wellingborough,E07000156,749,2012
Welwyn Hatfield,E07000241,741,2012
West Berkshire,E06000037,1110,2012
West Lancashire,E07000127,963,2012
West Lindsey,E07000142,463,2012
West Oxfordshire,E07000181,663,2012
Westminster,E09000033,4841,2012
Wigan,E08000010,2220,2012
Wiltshire,E06000054,3528,2012
Winchester,E07000094,819,2012
Windsor and Maidenhead,E06000040,1094,2012
Wirral,E08000015,2061,2012
Woking,E07000217,869,2012
Wokingham,E06000041,545,2012
Wolverhampton,E08000031,2536,2012
Worthing,E07000229,1121,2012
Wycombe,E07000007,1127,2012
Wyre,E07000128,915,2012
York,E06000014,1821,2012
Adur,E07000223,511,2013
Allerdale,E07000026,869,2013
Amber Valley,E07000032,738,2013
Arun,E07000224,1457,2013
Ashfield,E07000170,1136,2013
Ashford,E07000105,1430,2013
Aylesbury Vale,E07000004,1216,2013
Barking and Dagenham,E09000002,2833,2013
Barnet,E09000003,2902,2013
Barnsley,E08000016,1708,2013
Barrow-in-Furness,E07000027,985,2013
Basildon,E07000066,1982,2013
Basingstoke and Deane,E07000084,1484,2013
Bassetlaw,E07000171,1110,2013
Bath and North East Somerset,E06000022,1450,2013
Bedford,E06000055,1588,2013
Bexley,E09000004,1788,2013
Birmingham,E08000025,12704,2013
Blaby,E07000129,462,2013
Blackburn with Darwen,E06000008,1838,2013
Blackpool,E06000009,3629,2013
Bolsover,E07000033,530,2013
Bolton,E08000001,2486,2013
Boston,E07000136,734,2013
Bournemouth,E06000028,2185,2013
Bracknell Forest,E06000036,796,2013
Bradford,E08000032,5270,2013
Braintree,E07000067,955,2013
Breckland,E07000143,1047,2013
Brent,E09000005,4183,2013
Brentwood,E07000068,472,2013
Brighton and Hove,E06000043,3017,2013
Bristol City of,E06000023,6265,2013
Broadland,E07000144,791,2013
Bromley,E09000006,2835,2013
Broxbourne,E07000095,767,2013
Burnley,E07000117,1450,2013
Bury,E08000002,1514,2013
Calderdale,E08000033,1676,2013
Cambridge,E07000008,1151,2013
Camden,E09000007,3085,2013
Cannock Chase,E07000192,1029,2013
Canterbury,E07000106,1796,2013
Carlisle,E07000028,1098,2013
Castle Point,E07000069,575,2013
Central Bedfordshire,E06000056,1644,2013
Charnwood,E07000130,1260,2013
Chelmsford,E07000070,1536,2013
Cheltenham,E07000078,938,2013
Cherwell,E07000177,897,2013
Cheshire East,E06000049,3092,2013
Cheshire West and Chester,E06000050,2981,2013
Chesterfield,E07000034,987,2013
Chichester,E07000225,757,2013
Chiltern,E07000005,362,2013
Chorley,E07000118,1103,2013
City of London,E09000001,554,2013
Colchester,E07000071,2266,2013
Copeland,E07000029,783,2013
Corby,E07000150,852,2013
Cornwall,E06000052,5447,2013
Cotswold,E07000079,378,2013
County Durham,E06000047,3772,2013
Coventry,E08000026,3243,2013
Crawley,E07000226,1434,2013
Croydon,E09000008,4568,2013
Dacorum,E07000096,816,2013
Darlington,E06000005,803,2013
Derby,E06000015,3251,2013
Derbyshire Dales,E07000035,336,2013
Doncaster,E08000017,3422,2013
Dover,E07000108,1638,2013
Dudley,E08000027,1884,2013
Ealing,E09000009,3958,2013
East Cambridgeshire,E07000009,368,2013
East Hampshire,E07000085,647,2013
East Hertfordshire,E07000242,705,2013
East Lindsey,E07000137,1106,2013
East Northamptonshire,E07000152,532,2013
East Riding of Yorkshire,E06000011,2510,2013
East Staffordshire,E07000193,1243,2013
Eastbourne,E07000061,1126,2013
Eastleigh,E07000086,925,2013
Eden,E07000030,242,2013
Elmbridge,E07000207,784,2013
Enfield,E09000010,3065,2013
Epping Forest,E07000072,1044,2013
Epsom and Ewell,E07000208,525,2013
Erewash,E07000036,934,2013
Exeter,E07000041,1561,2013
Fareham,E07000087,669,2013
Fenland,E07000010,873,2013
Forest of Dean,E07000080,394,2013
Fylde,E07000119,539,2013
Gateshead,E08000037,1008,2013
Gloucester,E07000081,1338,2013
Gosport,E07000088,986,2013
Great Yarmouth,E07000145,1454,2013
Greenwich,E09000011,3550,2013
Guildford,E07000209,964,2013
Hackney,E09000012,3997,2013
Halton,E06000006,1529,2013
Hammersmith and Fulham,E09000013,2513,2013
Harborough,E07000131,335,2013
Haringey,E09000014,3387,2013
Harlow,E07000073,1188,2013
Harrow,E09000015,2017,2013
Hart,E07000089,438,2013
Hartlepool,E06000001,1007,2013
Hastings,E07000062,1264,2013
Havant,E07000090,1447,2013
Havering,E09000016,2210,2013
Herefordshire County of,E06000019,1536,2013
Hertsmere,E07000098,479,2013
High Peak,E07000037,609,2013
Hillingdon,E09000017,3204,2013
Hinckley and Bosworth,E07000132,643,2013
Horsham,E07000227,701,2013
Hounslow,E09000018,3434,2013
Huntingdonshire,E07000011,1052,2013
Hyndburn,E07000120,1014,2013
Ipswich,E07000202,1847,2013
Isle of Wight,E06000046,1374,2013
Isles of Scilly,E06000053,11,2013
Islington,E09000019,3248,2013
Kensington and Chelsea,E09000020,1778,2013
Kettering,E07000153,1035,2013
King`s Lynn and West Norfolk,E07000146,1140,2013
Kingston upon Hull City of,E06000010,4520,2013
Kingston upon Thames,E09000021,1435,2013
Kirklees,E08000034,3265,2013
Knowsley,E08000011,985,2013
Lambeth,E09000022,4950,2013
Lancaster,E07000121,1632,2013
Leeds,E08000035,6963,2013
Leicester,E06000016,5037,2013
Lewes,E07000063,662,2013
Lewisham,E09000023,4131,2013
Lichfield,E07000194,625,2013
Lincoln,E07000138,1140,2013
Liverpool,E08000012,5448,2013
Luton,E06000032,2668,2013
Maidstone,E07000110,2029,2013
Maldon,E07000074,349,2013
Manchester,E08000003,6503,2013
Mansfield,E07000174,1466,2013
Medway,E06000035,4060,2013
Melton,E07000133,391,2013
Merton,E09000024,1641,2013
Mid Sussex,E07000228,775,2013
Middlesbrough,E06000002,2157,2013
Milton Keynes,E06000042,2681,2013
Mole Valley,E07000210,477,2013
New Forest,E07000091,1196,2013
Newark and Sherwood,E07000175,975,2013
Newcastle upon Tyne,E08000021,2801,2013
Newcastle-under-Lyme,E07000195,1456,2013
Newham,E09000025,4714,2013
North East Derbyshire,E07000038,370,2013
North East Lincolnshire,E06000012,2274,2013
North Hertfordshire,E07000099,737,2013
North Kesteven,E07000139,284,2013
North Lincolnshire,E06000013,1855,2013
North Norfolk,E07000147,623,2013
North Somerset,E06000024,1735,2013
North Tyneside,E08000022,1080,2013
North Warwickshire,E07000218,361,2013
North West Leicestershire,E07000134,703,2013
Northampton,E07000154,2697,2013
Northumberland,E06000057,1345,2013
Norwich,E07000148,2252,2013
Nottingham,E06000018,5703,2013
Nuneaton and Bedworth,E07000219,1164,2013
Oadby and Wigston,E07000135,365,2013
Oldham,E08000004,2431,2013
Oxford,E07000178,1495,2013
Pendle,E07000122,976,2013
Peterborough,E06000031,2156,2013
Plymouth,E06000026,4554,2013
Poole,E06000029,1013,2013
Portsmouth,E06000044,3414,2013
Preston,E07000123,2164,2013
Reading,E06000038,1855,2013
Redbridge,E09000026,2968,2013
Redcar and Cleveland,E06000003,962,2013
Reigate and Banstead,E07000211,1154,2013
Ribble Valley,E07000124,283,2013
Richmond upon Thames,E09000027,1202,2013
Rochdale,E08000005,2478,2013
Rochford,E07000075,432,2013
Rossendale,E07000125,595,2013
Rother,E07000064,494,2013
Rotherham,E08000018,1896,2013
Rugby,E07000220,659,2013
Runnymede,E07000212,598,2013
Rushmoor,E07000092,1065,2013
Rutland,E06000017,177,2013
Salford,E08000006,1925,2013
Sandwell,E08000028,2536,2013
Sefton,E08000014,1650,2013
Sevenoaks,E07000111,815,2013
Sheffield,E08000019,3853,2013
Shepway,E07000112,1483,2013
Shropshire,E06000051,1729,2013
Slough,E06000039,2038,2013
Solihull,E08000029,1370,2013
South Bucks,E07000006,410,2013
South Cambridgeshire,E07000012,614,2013
South Derbyshire,E07000039,559,2013
South Gloucestershire,E06000025,1707,2013
South Holland,E07000140,558,2013
South Kesteven,E07000141,745,2013
South Lakeland,E07000031,668,2013
South Norfolk,E07000149,762,2013
South Oxfordshire,E07000179,609,2013
South Ribble,E07000126,836,2013
South Staffordshire,E07000196,662,2013
South Tyneside,E08000023,1058,2013
Southampton,E06000045,4152,2013
Southend-on-Sea,E06000033,2405,2013
Southwark,E09000028,4300,2013
Spelthorne,E07000213,806,2013
St Albans,E07000240,764,2013
St. Helens,E08000013,1395,2013
Stafford,E07000197,1098,2013
Staffordshire Moorlands,E07000198,899,2013
Stevenage,E07000243,1012,2013
Stockport,E08000007,2071,2013
Stockton-on-Tees,E06000004,1617,2013
Stoke-on-Trent,E06000021,5016,2013
Stroud,E07000082,614,2013
Suffolk Coastal,E07000205,700,2013
Sunderland,E08000024,1878,2013
Surrey Heath,E07000214,631,2013
Sutton,E09000029,1698,2013
Swale,E07000113,1870,2013
Swindon,E06000030,2684,2013
Tameside,E08000008,2244,2013
Tamworth,E07000199,918,2013
Tandridge,E07000215,471,2013
Telford and Wrekin,E06000020,1501,2013
Tendring,E07000076,1848,2013
Test Valley,E07000093,857,2013
Tewkesbury,E07000083,312,2013
Thanet,E07000114,2775,2013
Three Rivers,E07000102,295,2013
Thurrock,E06000034,1795,2013
Tonbridge and Malling,E07000115,1038,2013
Torbay,E06000027,2383,2013
Tower Hamlets,E09000030,4302,2013
Trafford,E08000009,1199,2013
Tunbridge Wells,E07000116,1070,2013
Uttlesford,E07000077,340,2013
Vale of White Horse,E07000180,578,2013
Wakefield,E08000036,2994,2013
Walsall,E08000030,2431,2013
Waltham Forest,E09000031,3494,2013
Wandsworth,E09000032,2885,2013
Warrington,E06000007,2131,2013
Watford,E07000103,866,2013
Waveney,E07000206,1146,2013
Waverley,E07000216,549,2013
Wealden,E07000065,560,2013
Wellingborough,E07000156,652,2013
Welwyn Hatfield,E07000241,807,2013
West Berkshire,E06000037,1181,2013
West Lancashire,E07000127,957,2013
West Lindsey,E07000142,399,2013
West Oxfordshire,E07000181,521,2013
Westminster,E09000033,5009,2013
Wigan,E08000010,2364,2013
Wiltshire,E06000054,3777,2013
Winchester,E07000094,828,2013
Windsor and Maidenhead,E06000040,1052,2013
Wirral,E08000015,2491,2013
Woking,E07000217,803,2013
Wokingham,E06000041,626,2013
Wolverhampton,E08000031,2597,2013
Worthing,E07000229,1118,2013
Wycombe,E07000007,1079,2013
Wyre,E07000128,987,2013
York,E06000014,1737,2013
Adur,E07000223,602,2014
Allerdale,E07000026,1035,2014
Amber Valley,E07000032,785,2014
Arun,E07000224,1755,2014
Ashfield,E07000170,1377,2014
Ashford,E07000105,1416,2014
Aylesbury Vale,E07000004,1358,2014
Barking and Dagenham,E09000002,3416,2014
Barnet,E09000003,3762,2014
Barnsley,E08000016,2189,2014
Barrow-in-Furness,E07000027,1207,2014
Basildon,E07000066,2243,2014
Basingstoke and Deane,E07000084,1956,2014
Bassetlaw,E07000171,1376,2014
Bath and North East Somerset,E06000022,1705,2014
Bedford,E06000055,2074,2014
Bexley,E09000004,2319,2014
Birmingham,E08000025,12680,2014
Blaby,E07000129,464,2014
Blackburn with Darwen,E06000008,2057,2014
Blackpool,E06000009,3678,2014
Bolsover,E07000033,623,2014
Bolton,E08000001,3601,2014
Boston,E07000136,755,2014
Bournemouth,E06000028,2601,2014
Bracknell Forest,E06000036,958,2014
Bradford,E08000032,5956,2014
Braintree,E07000067,1196,2014
Breckland,E07000143,1498,2014
Brent,E09000005,5316,2014
Brentwood,E07000068,570,2014
Brighton and Hove,E06000043,4760,2014
Bristol City of,E06000023,7605,2014
Broadland,E07000144,1098,2014
Bromley,E09000006,3615,2014
Broxbourne,E07000095,1009,2014
Burnley,E07000117,1525,2014
Bury,E08000002,2247,2014
Calderdale,E08000033,2158,2014
Cambridge,E07000008,1655,2014
Camden,E09000007,3886,2014
Cannock Chase,E07000192,1143,2014
Canterbury,E07000106,2052,2014
Carlisle,E07000028,1378,2014
Castle Point,E07000069,692,2014
Central Bedfordshire,E06000056,2167,2014
Charnwood,E07000130,1138,2014
Chelmsford,E07000070,1751,2014
Cheltenham,E07000078,1130,2014
Cherwell,E07000177,968,2014
Cheshire East,E06000049,3272,2014
Cheshire West and Chester,E06000050,3430,2014
Chesterfield,E07000034,1024,2014
Chichester,E07000225,955,2014
Chiltern,E07000005,409,2014
Chorley,E07000118,1110,2014
City of London,E09000001,591,2014
Colchester,E07000071,2478,2014
Copeland,E07000029,879,2014
Corby,E07000150,1245,2014
Cornwall,E06000052,5554,2014
Cotswold,E07000079,449,2014
County Durham,E06000047,4817,2014
Coventry,E08000026,3494,2014
Crawley,E07000226,1892,2014
Croydon,E09000008,5885,2014
Dacorum,E07000096,1133,2014
Darlington,E06000005,1063,2014
Derby,E06000015,3341,2014
Derbyshire Dales,E07000035,382,2014
Doncaster,E08000017,3811,2014
Dover,E07000108,1760,2014
Dudley,E08000027,2390,2014
Ealing,E09000009,4966,2014
East Cambridgeshire,E07000009,477,2014
East Hampshire,E07000085,899,2014
East Hertfordshire,E07000242,930,2014
East Lindsey,E07000137,1136,2014
East Northamptonshire,E07000152,679,2014
East Riding of Yorkshire,E06000011,2792,2014
East Staffordshire,E07000193,1314,2014
Eastbourne,E07000061,1617,2014
Eastleigh,E07000086,1169,2014
Eden,E07000030,326,2014
Elmbridge,E07000207,996,2014
Enfield,E09000010,4055,2014
Epping Forest,E07000072,1165,2014
Epsom and Ewell,E07000208,714,2014
Erewash,E07000036,1118,2014
Exeter,E07000041,1623,2014
Fareham,E07000087,1000,2014
Fenland,E07000010,1087,2014
Forest of Dean,E07000080,453,2014
Fylde,E07000119,568,2014
Gateshead,E08000037,1453,2014
Gloucester,E07000081,1539,2014
Gosport,E07000088,1240,2014
Great Yarmouth,E07000145,1865,2014
Greenwich,E09000011,4511,2014
Guildford,E07000209,1200,2014
Hackney,E09000012,5020,2014
Halton,E06000006,1670,2014
Hammersmith and Fulham,E09000013,3110,2014
Harborough,E07000131,341,2014
Haringey,E09000014,4463,2014
Harlow,E07000073,1298,2014
Harrow,E09000015,2406,2014
Hart,E07000089,640,2014
Hartlepool,E06000001,1271,2014
Hastings,E07000062,2031,2014
Havant,E07000090,1790,2014
Havering,E09000016,2687,2014
Herefordshire County of,E06000019,1787,2014
Hertsmere,E07000098,826,2014
High Peak,E07000037,617,2014
Hillingdon,E09000017,4370,2014
Hinckley and Bosworth,E07000132,753,2014
Horsham,E07000227,1068,2014
Hounslow,E09000018,4080,2014
Huntingdonshire,E07000011,1234,2014
Hyndburn,E07000120,1027,2014
Ipswich,E07000202,2141,2014
Isle of Wight,E06000046,1961,2014
Isles of Scilly,E06000053,14,2014
Islington,E09000019,4195,2014
Kensington and Chelsea,E09000020,2497,2014
Kettering,E07000153,1551,2014
King`s Lynn and West Norfolk,E07000146,1554,2014
Kingston upon Hull City of,E06000010,4823,2014
Kingston upon Thames,E09000021,1727,2014
Kirklees,E08000034,4493,2014
Knowsley,E08000011,1382,2014
Lambeth,E09000022,6145,2014
Lancaster,E07000121,1782,2014
Leeds,E08000035,8419,2014
Leicester,E06000016,5060,2014
Lewes,E07000063,844,2014
Lewisham,E09000023,4786,2014
Lichfield,E07000194,750,2014
Lincoln,E07000138,1241,2014
Liverpool,E08000012,7238,2014
Luton,E06000032,3257,2014
Maidstone,E07000110,2125,2014
Maldon,E07000074,480,2014
Manchester,E08000003,9075,2014
Mansfield,E07000174,1883,2014
Medway,E06000035,4711,2014
Melton,E07000133,384,2014
Merton,E09000024,2160,2014
Mid Sussex,E07000228,954,2014
Middlesbrough,E06000002,2551,2014
Milton Keynes,E06000042,3022,2014
Mole Valley,E07000210,576,2014
New Forest,E07000091,1590,2014
Newark and Sherwood,E07000175,1266,2014
Newcastle upon Tyne,E08000021,3601,2014
Newcastle-under-Lyme,E07000195,1569,2014
Newham,E09000025,5626,2014
North East Derbyshire,E07000038,414,2014
North East Lincolnshire,E06000012,3061,2014
North Hertfordshire,E07000099,910,2014
North Kesteven,E07000139,319,2014
North Lincolnshire,E06000013,1944,2014
North Norfolk,E07000147,869,2014
North Somerset,E06000024,2159,2014
North Tyneside,E08000022,1414,2014
North Warwickshire,E07000218,464,2014
North West Leicestershire,E07000134,653,2014
Northampton,E07000154,4377,2014
Northumberland,E06000057,1668,2014
Norwich,E07000148,2894,2014
Nottingham,E06000018,6296,2014
Nuneaton and Bedworth,E07000219,1398,2014
Oadby and Wigston,E07000135,363,2014
Oldham,E08000004,3279,2014
Oxford,E07000178,1662,2014
Pendle,E07000122,986,2014
Peterborough,E06000031,2998,2014
Plymouth,E06000026,5040,2014
Poole,E06000029,1244,2014
Portsmouth,E06000044,4366,2014
Preston,E07000123,2204,2014
Reading,E06000038,2177,2014
Redbridge,E09000026,3722,2014
Redcar and Cleveland,E06000003,1347,2014
Reigate and Banstead,E07000211,1484,2014
Ribble Valley,E07000124,358,2014
Richmond upon Thames,E09000027,1490,2014
Rochdale,E08000005,3070,2014
Rochford,E07000075,522,2014
Rossendale,E07000125,647,2014
Rother,E07000064,854,2014
Rotherham,E08000018,2513,2014
Rugby,E07000220,811,2014
Runnymede,E07000212,748,2014
Rushmoor,E07000092,1416,2014
Rutland,E06000017,168,2014
Salford,E08000006,2398,2014
Sandwell,E08000028,2828,2014
Sefton,E08000014,2436,2014
Sevenoaks,E07000111,945,2014
Sheffield,E08000019,5183,2014
Shepway,E07000112,1735,2014
Shropshire,E06000051,2487,2014
Slough,E06000039,2046,2014
Solihull,E08000029,1505,2014
South Bucks,E07000006,424,2014
South Cambridgeshire,E07000012,791,2014
South Derbyshire,E07000039,536,2014
South Gloucestershire,E06000025,1904,2014
South Holland,E07000140,658,2014
South Kesteven,E07000141,763,2014
South Lakeland,E07000031,798,2014
South Norfolk,E07000149,946,2014
South Oxfordshire,E07000179,627,2014
South Ribble,E07000126,882,2014
South Staffordshire,E07000196,712,2014
South Tyneside,E08000023,1247,2014
Southampton,E06000045,5094,2014
Southend-on-Sea,E06000033,2681,2014
Southwark,E09000028,5593,2014
Spelthorne,E07000213,1028,2014
St Albans,E07000240,1024,2014
St. Helens,E08000013,2140,2014
Stafford,E07000197,1264,2014
Staffordshire Moorlands,E07000198,929,2014
Stevenage,E07000243,1236,2014
Stockport,E08000007,2611,2014
Stockton-on-Tees,E06000004,1956,2014
Stoke-on-Trent,E06000021,5395,2014
Stroud,E07000082,738,2014
Suffolk Coastal,E07000205,731,2014
Sunderland,E08000024,2268,2014
Surrey Heath,E07000214,642,2014
Sutton,E09000029,2208,2014
Swale,E07000113,2054,2014
Swindon,E06000030,3086,2014
Tameside,E08000008,3140,2014
Tamworth,E07000199,1082,2014
Tandridge,E07000215,668,2014
Telford and Wrekin,E06000020,2340,2014
Tendring,E07000076,2161,2014
Test Valley,E07000093,1110,2014
Tewkesbury,E07000083,408,2014
Thanet,E07000114,2933,2014
Three Rivers,E07000102,566,2014
Thurrock,E06000034,1989,2014
Tonbridge and Malling,E07000115,1068,2014
Torbay,E06000027,2379,2014
Tower Hamlets,E09000030,5252,2014
Trafford,E08000009,1741,2014
Tunbridge Wells,E07000116,1072,2014
Uttlesford,E07000077,440,2014
Vale of White Horse,E07000180,582,2014
Wakefield,E08000036,3666,2014
Walsall,E08000030,2762,2014
Waltham Forest,E09000031,4092,2014
Wandsworth,E09000032,3953,2014
Warrington,E06000007,2367,2014
Watford,E07000103,1285,2014
Waveney,E07000206,1280,2014
Waverley,E07000216,703,2014
Wealden,E07000065,935,2014
Wellingborough,E07000156,1003,2014
Welwyn Hatfield,E07000241,1279,2014
West Berkshire,E06000037,1176,2014
West Lancashire,E07000127,957,2014
West Lindsey,E07000142,433,2014
West Oxfordshire,E07000181,560,2014
Westminster,E09000033,6103,2014
Wigan,E08000010,3198,2014
Wiltshire,E06000054,4150,2014
Winchester,E07000094,1055,2014
Windsor and Maidenhead,E06000040,1168,2014
Wirral,E08000015,3423,2014
Woking,E07000217,913,2014
Wokingham,E06000041,754,2014
Wolverhampton,E08000031,3170,2014
Worthing,E07000229,1452,2014
Wycombe,E07000007,1265,2014
Wyre,E07000128,1046,2014
York,E06000014,1868,2014
Adur,E07000223,812,2015
Allerdale,E07000026,1021,2015
Amber Valley,E07000032,1092,2015
Arun,E07000224,2113,2015
Ashfield,E07000170,1486,2015
Ashford,E07000105,1537,2015
Aylesbury Vale,E07000004,1858,2015
Barking and Dagenham,E09000002,3828,2015
Barnet,E09000003,4142,2015
Barnsley,E08000016,2797,2015
Barrow-in-Furness,E07000027,1248,2015
Basildon,E07000066,2667,2015
Basingstoke and Deane,E07000084,2967,2015
Bassetlaw,E07000171,1377,2015
Bath and North East Somerset,E06000022,1843,2015
Bedford,E06000055,2279,2015
Bexley,E09000004,2446,2015
Birmingham,E08000025,14559,2015
Blaby,E07000129,542,2015
Blackburn with Darwen,E06000008,2430,2015
Blackpool,E06000009,4546,2015
Bolsover,E07000033,760,2015
Bolton,E08000001,4304,2015
Boston,E07000136,837,2015
Bournemouth,E06000028,3321,2015
Bracknell Forest,E06000036,990,2015
Bradford,E08000032,9136,2015
Braintree,E07000067,1443,2015
Breckland,E07000143,1622,2015
Brent,E09000005,5724,2015
Brentwood,E07000068,606,2015
Brighton and Hove,E06000043,5529,2015
Bristol City of,E06000023,8797,2015
Broadland,E07000144,1234,2015
Bromley,E09000006,3791,2015
Broxbourne,E07000095,1244,2015
Burnley,E07000117,1736,2015
Bury,E08000002,2342,2015
Calderdale,E08000033,3785,2015
Cambridge,E07000008,1817,2015
Camden,E09000007,4725,2015
Cannock Chase,E07000192,1354,2015
Canterbury,E07000106,2419,2015
Carlisle,E07000028,1734,2015
Castle Point,E07000069,813,2015
Central Bedfordshire,E06000056,2128,2015
Charnwood,E07000130,1360,2015
Chelmsford,E07000070,2067,2015
Cheltenham,E07000078,1234,2015
Cherwell,E07000177,1586,2015
Cheshire East,E06000049,3857,2015
Cheshire West and Chester,E06000050,3849,2015
Chesterfield,E07000034,1191,2015
Chichester,E07000225,1030,2015
Chiltern,E07000005,618,2015
Chorley,E07000118,1276,2015
City of London,E09000001,689,2015
Colchester,E07000071,2795,2015
Copeland,E07000029,897,2015
Corby,E07000150,1475,2015
Cornwall,E06000052,5686,2015
Cotswold,E07000079,453,2015
County Durham,E06000047,5596,2015
Coventry,E08000026,3589,2015
Crawley,E07000226,2157,2015
Croydon,E09000008,6372,2015
Dacorum,E07000096,1599,2015
Darlington,E06000005,1528,2015
Derby,E06000015,4138,2015
Derbyshire Dales,E07000035,399,2015
Doncaster,E08000017,4640,2015
Dover,E07000108,1817,2015
Dudley,E08000027,2621,2015
Ealing,E09000009,5764,2015
East Cambridgeshire,E07000009,559,2015
East Hampshire,E07000085,1242,2015
East Hertfordshire,E07000242,1268,2015
East Lindsey,E07000137,1262,2015
East Northamptonshire,E07000152,850,2015
East Riding of Yorkshire,E06000011,2899,2015
East Staffordshire,E07000193,1645,2015
Eastbourne,E07000061,1832,2015
Eastleigh,E07000086,1737,2015
Eden,E07000030,355,2015
Elmbridge,E07000207,1337,2015
Enfield,E09000010,4262,2015
Epping Forest,E07000072,1376,2015
Epsom and Ewell,E07000208,929,2015
Erewash,E07000036,1247,2015
Exeter,E07000041,1820,2015
Fareham,E07000087,1355,2015
Fenland,E07000010,1252,2015
Forest of Dean,E07000080,489,2015
Fylde,E07000119,737,2015
Gateshead,E08000037,2183,2015
Gloucester,E07000081,1973,2015
Gosport,E07000088,1776,2015
Great Yarmouth,E07000145,2146,2015
Greenwich,E09000011,4933,2015
Guildford,E07000209,1641,2015
Hackney,E09000012,5230,2015
Halton,E06000006,1875,2015
Hammersmith and Fulham,E09000013,3470,2015
Harborough,E07000131,382,2015
Haringey,E09000014,4927,2015
Harlow,E07000073,1460,2015
Harrow,E09000015,2702,2015
Hart,E07000089,958,2015
Hartlepool,E06000001,1525,2015
Hastings,E07000062,2083,2015
Havant,E07000090,2470,2015
Havering,E09000016,3297,2015
Herefordshire County of,E06000019,2435,2015
Hertsmere,E07000098,1024,2015
High Peak,E07000037,773,2015
Hillingdon,E09000017,4508,2015
Hinckley and Bosworth,E07000132,766,2015
Horsham,E07000227,1305,2015
Hounslow,E09000018,4486,2015
Huntingdonshire,E07000011,1491,2015
Hyndburn,E07000120,1220,2015
Ipswich,E07000202,2927,2015
Isle of Wight,E06000046,2771,2015
Isles of Scilly,E06000053,19,2015
Islington,E09000019,4570,2015
Kensington and Chelsea,E09000020,2621,2015
Kettering,E07000153,1486,2015
King`s Lynn and West Norfolk,E07000146,1819,2015
Kingston upon Hull City of,E06000010,5592,2015
Kingston upon Thames,E09000021,1910,2015
Kirklees,E08000034,6139,2015
Knowsley,E08000011,1693,2015
Lambeth,E09000022,6715,2015
